mtime,AL,DG,DJ,DS,FL,FR,FU,FX,GR,HV,IM,IS,KR,LM,LT,LZ,MR,MT,NS,NY,OQ,OR,OS,OZ,PS,QY,R,RU,RX,SX
2021-11-01T20:25,22990,18080,22660,50740,0,42370,20610,40590,28540,43830,33230,42750,53370,32770,34680,31440,64200,26820,39720,30220,28880,40690,42970,53100,43300,21990,14660,42560,24610,35260
2021-11-01T20:30,6996,5406,9786,13404,12690,12942,7440,3717,10341,10152,14004,15639,13416,9291,10377,14895,13248,14619,8526,8364,12855,13122,16308,17475,12705,5547,6468,8883,7353,12543
2021-11-01T20:35,5704,5422,6232,8996,7418,5772,3856,5924,7920,9514,8646,6684,7686,6916,7106,8076,9026,7948,7322,8410,8422,7990,6896,0,5964,5984,3654,6612,5404,8172
2021-11-01T20:40,4900,3962,3842,9148,10302,6680,2904,7184,7438,5236,10740,0,7656,4628,7390,10012,8480,7202,7780,6736,7134,8198,11622,11564,3050,5296,5534,5000,6986,6946
2021-11-01T20:45,19280,31000,33510,56800,43780,39970,20080,31060,30500,37160,40880,34800,51250,41850,40340,48440,57580,39070,31980,41740,25290,62880,49930,52490,26240,22780,17970,24870,43800,54630
2021-11-01T20:50,16592,18248,16440,36592,24584,37400,27592,18216,23488,22920,24192,26024,24040,15376,13656,34352,48160,33760,33648,32168,20624,34720,30272,38944,33232,14960,18200,25024,28232,29376
2021-11-01T20:55,21825,19206,33615,40968,34974,33210,26829,30906,39654,33597,54837,36306,22653,27333,32472,36846,43020,47259,42363,32499,35145,50688,37854,33354,27279,32598,14895,22356,26496,26163
2021-11-01T21:00,4476,5920,8308,9584,8192,7920,2734,6918,7904,6704,9990,6938,9550,4588,6672,10110,10766,8314,5096,10478,5798,7510,10272,11612,7448,3472,4248,5320,5672,10016
2021-11-01T21:05,33050,22370,31910,68420,24140,34520,21380,18090,0,50580,24400,32000,35740,23890,23560,43680,57840,35020,32090,37490,36510,39140,37990,44270,25300,29020,29950,25590,40550,32280
2021-11-01T21:10,6536,3184,7638,9488,11884,7338,7182,4612,11164,6210,10430,6958,0,4552,5804,8226,9048,9112,8556,5296,7984,9408,8628,5972,5744,6150,4194,8054,8746,0
2021-11-01T21:15,4528,3728,3374,11830,9132,6904,5614,7470,11512,9566,11222,7526,9716,4696,6990,10136,9306,10924,7434,6126,5460,9462,9432,8070,5758,4512,5180,5490,9292,5790
2021-11-01T21:20,19551,15400,20846,40593,33411,30926,16562,22631,22190,18214,27216,30723,27559,16338,16800,26432,36820,27685,31101,25599,22974,34678,35672,38682,30562,16905,12551,17843,20342,24304
2021-11-01T21:25,9840,7926,7773,15090,12537,9945,7734,5967,12330,5511,14637,12597,11157,6894,10854,16134,14190,16137,11970,9969,8532,14460,13506,17700,12471,7161,6222,10278,7683,9864
2021-11-01T21:30,2004,2031,3748,4962,4228,4427,2421,2936,3709,2389,5147,2578,4296,2816,2990,5094,4637,4280,4160,3771,4054,3927,4826,2732,3176,2054,2512,4103,2958,3773
2021-11-01T21:35,22599,16893,28746,51813,35910,42777,23652,21384,32229,30159,29646,45414,47529,16686,24525,46755,35865,47817,34173,26325,41859,47268,51264,47016,40707,35046,18207,35181,32364,28206
2021-11-01T21:40,9774,7713,6504,15741,11316,15069,10014,8130,10005,9240,14556,12894,10053,11262,11091,17058,14874,12144,12453,13188,14211,12516,13683,15954,12579,6735,6501,8736,11793,12327
2021-11-01T21:45,13811,12936,21966,34125,29911,39858,17864,22372,26831,20699,32018,18452,27188,26488,25291,28959,50407,38899,26537,28462,17934,26278,32515,38703,27363,24087,20930,25235,25074,18641
2021-11-01T21:50,16530,20400,9942,28956,26784,22656,13824,12642,29568,22572,33456,20892,23838,13950,25104,27234,21492,32124,22314,20028,21492,30738,21546,31644,26712,17514,12834,16764,19728,29562
2021-11-01T21:55,12492,23265,30681,54621,41148,43038,18450,24012,37152,34317,39213,36747,37593,25749,27756,45810,38313,35154,22914,27828,37818,36333,54378,43335,19341,29430,19620,18018,27243,33264
2021-11-01T22:00,5398,5020,5580,12366,7516,7470,4770,6408,7720,7688,5890,7842,8700,6802,7182,10110,10910,9384,6000,6426,8208,12586,10006,11082,5654,6104,4720,6222,7482,7812
2021-11-01T22:05,4856,3122,6254,11014,7682,7218,4566,4636,8326,4442,7982,6856,8176,5764,4618,12166,12184,8204,9136,5818,6872,6920,7144,9106,0,5956,4778,4940,8388,9996
2021-11-01T22:10,22304,17888,27872,37560,37120,24968,16888,28104,34920,19256,28232,27528,34152,34240,25704,32712,36312,29888,25584,27600,26504,36728,36672,43064,28864,24072,10168,23464,23400,35784
2021-11-01T22:15,6102,4312,3976,13180,8488,11282,6368,4712,4068,5200,10406,5980,5152,5924,4058,8774,11238,10740,5078,9178,5702,8806,11010,10234,7248,5598,2714,6116,9398,9802
2021-11-01T22:20,2624,2718,3659,3826,4746,5131,1848,3173,4551,3471,4934,4635,4804,3620,4062,5483,4770,3936,5481,3529,3175,3690,5040,4513,3217,2528,1482,3243,3135,3305
2021-11-01T22:25,13052,8080,12312,23088,16580,13292,11760,12700,14068,15820,13844,14944,17476,12056,14444,13324,19488,14732,13412,16252,10888,13972,18600,19900,15148,10684,10052,9912,15344,12436
2021-11-01T22:30,20259,21447,33561,46458,38079,32913,21384,30501,45765,27576,50733,32535,38772,18198,25515,42291,41454,41958,33822,33048,28809,37530,37017,50319,33876,26685,17739,24813,36504,39168
2021-11-01T22:35,8289,6993,11577,17082,10932,8730,8241,8148,9255,11655,8553,11712,15750,8124,8841,14922,18723,15375,10548,12201,14208,10500,14658,14250,10665,7203,7617,9255,10080,8760
2021-11-01T22:40,19096,10864,18928,35364,21441,29274,17325,17752,22603,20818,31136,19376,29561,19579,21917,26887,34678,36400,21042,27573,27685,28070,26362,40593,27139,19691,17073,23457,23079,26761
2021-11-01T22:45,2360,2125,2920,6827,4157,4181,2263,3243,4410,2819,4810,4856,3871,2878,3134,5376,5226,4346,3361,3871,3558,5414,4262,5575,2589,2959,3092,3058,4623,2600
2021-11-01T22:50,15424,21544,20688,35168,39184,31744,23912,25008,36024,30616,27848,0,29264,27344,23768,50472,40472,37280,29664,25176,22472,22584,41224,45544,40256,17040,21048,25576,30632,21776
2021-11-01T22:55,11012,6796,10488,21116,19580,15540,9872,10436,15764,8352,15496,17748,20480,12104,9416,17772,26024,12204,15456,9940,14228,15976,17028,21300,10748,10392,5524,9192,11460,4972
2021-11-01T23:00,14670,11502,21390,31512,29880,15690,14976,19128,18264,18822,20574,26670,24318,20004,24456,23376,34524,22602,21288,12930,18888,18444,26118,37278,18600,15894,10476,17700,17466,19470
2021-11-01T23:05,3886,2578,5748,11154,8994,6378,3680,7312,7042,0,7464,10286,6004,5352,7696,6112,10214,10984,7644,5566,7182,9064,10180,7268,7328,4500,4466,6050,6906,7272
2021-11-01T23:10,22152,16696,29392,34432,38200,23184,19336,25520,36192,27152,22624,28096,36368,28872,26144,35616,39728,35416,33432,22472,25840,29688,28024,32296,25504,19328,11416,28584,26944,34400
2021-11-01T23:15,1789,2324,3665,5499,3627,4435,2149,2568,3283,2681,3261,3335,4270,3529,2292,4245,5736,4726,4555,3418,3229,5051,5429,6485,4063,2555,2602,3717,3107,3789
2021-11-01T23:20,24822,22617,34713,44199,43659,30474,26226,11610,42444,20520,32580,35208,36648,33516,28629,47097,50418,41949,25884,37710,25569,33228,39825,46503,32913,24480,8019,29700,38421,34848
2021-11-01T23:25,33944,13848,28128,26672,30704,23992,22408,22960,30248,36656,37952,25536,40608,23840,25544,33136,40128,35128,34496,37176,41600,40664,41408,52608,23112,23352,22008,33304,16688,32712
2021-11-01T23:30,3658,5072,6258,12708,8850,7342,4710,6590,5962,6248,8638,8290,9386,7726,5928,6318,11204,5632,7968,8648,5182,10610,8308,13022,7852,4172,4256,6606,8164,7368
2021-11-01T23:35,22520,33480,39650,70930,38890,27640,20000,19730,40010,31730,46040,44810,45270,25770,39690,56060,45990,47160,47950,32320,23580,51190,56620,47530,36460,25150,23340,31380,28350,38000
2021-11-01T23:40,8505,6110,13300,27530,21390,27795,13230,7800,12405,17965,19845,18975,17940,18565,15280,20935,18665,26020,17600,18690,11755,27750,15515,28455,17030,16675,10175,14360,11280,13015
2021-11-01T23:45,23985,24759,15093,54900,39960,31239,26955,40419,33714,42939,45963,39762,37476,23022,34740,45819,47871,43623,27027,45243,42723,37134,52209,32400,35712,24381,17892,21096,31770,35442
2021-11-01T23:50,17608,15520,26632,39344,39248,40912,24128,18552,35008,26616,38328,32992,27080,24728,23944,22816,43512,46840,30248,40720,26512,36784,40712,29952,34840,26384,15792,33616,33128,26208
2021-11-01T23:55,18136,12912,25344,38568,23176,35072,16512,23552,22496,31440,33576,29472,48624,38232,30360,34752,37480,43560,27896,34704,29744,37800,44776,40528,26016,30240,13184,24792,32304,23392
2021-11-02T00:00,7904,9700,14708,19348,12060,20420,12800,7876,16080,13192,11840,17860,13792,12804,15560,15680,17068,17440,12612,12108,17316,19396,16092,21520,15456,11752,6584,10720,14512,10320
2021-11-02T00:05,5056,5084,5532,10030,10328,8850,5840,5138,8070,5974,0,10518,6672,6884,7274,0,9438,9452,7158,4290,7386,9918,12126,9640,6752,3772,4654,5558,6974,7538
2021-11-02T00:10,22248,21141,25479,40752,33111,46053,27981,20952,31968,25002,50292,32193,33849,29871,25992,47790,39528,43434,24561,16488,43371,30681,29214,35874,35271,35631,14490,24156,26496,34668
2021-11-02T00:15,20720,26860,38360,44250,45490,40040,29350,26370,47640,32240,44150,48060,58890,30630,36420,50700,51170,45940,47320,38410,40360,33360,36250,59390,35290,28390,28960,30220,44720,33710
2021-11-02T00:20,23265,15768,39978,27927,29943,36549,28566,29853,32040,21933,40212,28017,30636,28404,27432,34353,57285,38871,31122,22536,36918,36702,50373,56664,34218,27666,16983,34614,36531,21771
2021-11-02T00:25,13760,14456,22168,49968,31840,30736,13936,23904,31464,26784,30440,49584,34112,34272,25024,27520,36448,28496,28424,18296,21848,37216,35368,48512,26576,15368,19400,23376,29368,24688
2021-11-02T00:30,12745,10860,15815,25670,15870,15565,17680,17005,18725,17635,22990,22400,21480,15665,17075,26040,23975,28875,11815,15685,13140,22680,18945,26950,21960,7760,9830,12080,20945,19535
2021-11-02T00:35,24640,12978,14532,32781,19397,29456,27846,18396,25627,27573,33397,27923,25900,17122,25452,34216,42511,41223,18298,21819,26236,27293,31472,41020,21623,27153,20370,24801,19691,18263
2021-11-02T00:40,32620,21770,27270,54230,60160,46180,22800,24370,47760,45490,48090,41540,45900,0,30320,52450,57100,55770,50150,29830,45390,46770,55190,54410,26410,36270,29140,32160,31390,36140
2021-11-02T00:45,4182,5524,7410,9606,9522,10072,4362,4248,6656,6632,10484,8590,7242,6520,5352,7712,10886,7492,7208,8964,7290,10472,8606,11706,7298,4096,3122,7064,5988,5206
2021-11-02T00:50,12340,12760,16355,23890,20825,16240,10310,11035,17110,12320,23240,19880,32600,16090,17250,26850,27505,18795,20145,16465,22870,23015,25235,23345,16255,15675,13955,14410,0,17850
2021-11-02T00:55,16674,19579,26306,33726,30261,27587,13986,20860,22722,24843,32438,25396,38465,28784,16968,25165,37289,28000,23450,16037,12292,35343,32011,34377,21056,13279,16877,18410,32830,26698
2021-11-02T01:00,28070,23940,38630,55590,41770,39330,11160,16850,37170,34050,31010,28710,44460,29930,36680,36940,58260,29370,34240,39270,44990,43360,48650,35690,31900,28700,25870,28490,44750,26870
2021-11-02T01:05,4792,5442,4730,8660,10272,7382,4568,6000,8938,5824,7136,6284,8256,6356,8244,9844,9330,8764,3358,8494,5576,9566,11564,7552,5662,4336,3208,4954,8968,4482
2021-11-02T01:10,2718,2298,2977,4856,4440,3941,2150,2211,5283,3300,4672,4176,4911,3336,3461,4897,5794,4641,3263,2863,2543,5010,4627,6028,2408,2473,2184,2759,4345,4604
2021-11-02T01:15,1160,2818,2010,5874,3956,4588,2200,2131,3679,3451,5254,2534,4863,2408,3388,3898,6323,4518,3992,3636,3906,3945,4099,6320,4873,2759,2882,2531,3588,4445
2021-11-02T01:20,25038,20214,0,38952,39852,45378,15930,19899,34677,32310,35883,28323,37278,35334,25218,43776,44766,36486,39663,27225,30015,35208,42183,42651,36315,18774,21042,23157,32400,32013
2021-11-02T01:25,3076,1944,2955,4199,5263,4189,2892,2813,4870,2937,4062,3454,3494,3432,3762,5560,5350,5646,3968,3511,2160,4990,4502,5466,3784,2372,2181,3141,4976,2773
2021-11-02T01:30,7855,14700,21860,33475,24575,16545,8590,19130,16335,12445,16595,20070,23875,12880,16260,15585,25695,26280,21815,19835,23040,13085,19690,20085,0,15500,8610,0,21645,21410
2021-11-02T01:35,3301,1852,3444,5050,4061,3382,2617,2597,2823,4642,4439,4648,3824,1385,2749,6005,5276,4887,4314,3258,3383,5985,3982,5461,3311,2534,2466,4209,2071,2963
2021-11-02T01:40,5652,3546,5894,8264,9526,8840,2874,4988,7296,6164,7356,9170,10468,7110,9810,10714,11714,7756,10470,4920,5908,11040,8580,11550,7814,4598,4694,6334,5242,7110
2021-11-02T01:45,21816,26829,25983,40635,42651,40005,20646,20538,36081,31437,26604,37170,36450,22986,26595,38664,54936,44847,28305,36585,28773,40491,32823,43308,35694,26145,14490,24372,40824,25038
2021-11-02T01:50,1803,2581,3548,5155,4930,5226,3287,3580,3391,3653,4851,2683,4378,2320,2852,5726,4320,4434,3311,3846,3048,3740,3494,5007,4209,2710,2235,2885,3985,3241
2021-11-02T01:55,26847,22815,19539,53217,44712,36909,14580,30357,33939,30357,37278,33579,35595,14841,37809,46134,39078,28332,39726,35586,29628,36117,46881,48987,28962,23355,28881,36621,42651,46890
2021-11-02T02:00,32240,11590,32620,54550,51170,49050,40100,0,32000,44540,42730,36410,40940,20690,36690,51880,52250,53230,39940,27430,40530,56800,32100,49090,36780,25770,25650,37130,38340,41080
2021-11-02T02:05,15252,12384,16182,28104,28548,19050,17028,20130,18600,20490,26754,22896,22140,23178,25200,22254,28746,34464,15504,25806,19800,33966,25326,28896,21180,19326,14856,16380,18816,27138
2021-11-02T02:10,5150,5764,6998,10698,6326,7296,5844,5194,7852,6888,9724,5812,7432,5678,7372,9732,11528,11622,5676,6970,8986,10310,8358,11666,6376,4518,6394,4916,6176,6680
2021-11-02T02:15,0,4534,7296,9874,6944,7228,4386,5402,7764,9366,7920,7112,8568,4598,6202,8494,9700,10772,6862,7864,6002,9016,8974,7292,8264,4272,4364,3744,7328,5916
2021-11-02T02:20,2780,2184,2525,5226,4809,4448,3006,3301,2356,1992,3617,3654,4595,3499,3814,5132,3814,4729,3856,3431,3781,5103,3746,5130,3078,2259,1550,2238,3670,4344
2021-11-02T02:25,30050,23060,31730,46790,39190,40140,28020,23160,31230,43950,52280,56890,46730,25980,30630,31950,58070,48560,44420,37610,30810,31300,41930,56230,29430,29760,24070,33150,38220,34330
2021-11-02T02:30,2486,2961,2815,4999,3035,3783,2996,2382,5077,2750,5073,4098,4828,2836,3497,4852,3867,4717,3331,2592,3188,5645,4693,4635,3254,2402,2703,2475,4051,3975
2021-11-02T02:35,4762,5980,6322,12722,7584,9474,5254,4128,7270,4860,8792,8208,7786,6174,4940,9722,11234,8974,6642,7468,5678,6866,9452,10404,6396,4328,4606,5534,8022,5396
2021-11-02T02:40,2448,1662,3901,4460,3755,4288,2048,2767,4803,3622,3491,3914,4319,3169,3211,3271,5503,0,3982,3613,2035,3474,5351,4734,4501,3439,1116,3248,5181,2869
2021-11-02T02:45,22280,13220,17000,56640,33020,33900,21100,30650,40990,28950,49260,48580,40030,33390,32450,48330,59540,44200,28740,20290,46520,53860,58350,61090,43880,24900,17960,34750,29940,33060
2021-11-02T02:50,5740,3174,6030,12168,7106,10854,4440,7506,6442,6744,8398,9330,8742,3780,5992,10622,10636,8378,8938,7634,4986,10274,8742,10688,7478,5854,3732,5744,8914,8150
2021-11-02T02:55,25641,26856,45603,41868,34866,24210,22194,14490,33858,23301,46719,25146,36108,28440,22572,48915,46341,45990,42696,21402,29529,43380,48465,49023,0,24237,17280,29907,29808,26523
2021-11-02T03:00,24800,13064,24400,32752,38760,24720,18080,24112,28344,30552,39144,24784,31456,22024,34968,28864,44600,46120,27832,22080,29384,38536,40712,50888,25664,26224,11776,26368,36792,33752
2021-11-02T03:05,22842,29439,13950,45117,38907,44730,23895,35424,25569,24021,26145,27873,38556,28305,27603,38394,62217,50112,21582,20601,28665,36828,46296,52857,25785,28539,13671,39402,30195,38502
2021-11-02T03:10,6440,4170,5018,10238,7670,7590,1588,7244,6048,4612,9616,10582,9714,7548,7744,9250,10932,7674,7932,7000,5792,8456,9364,8974,7514,2994,1728,6260,7410,5178
2021-11-02T03:15,21330,21564,26271,37548,36801,39024,17433,23877,29007,23022,42201,33849,28908,32355,32220,28296,35757,29907,28485,35622,31617,27450,40599,39924,24795,25614,18900,28737,29736,28665
2021-11-02T03:20,4094,3518,3004,4681,6122,5226,2760,2221,4237,3108,4562,5349,5046,5063,3446,5174,4384,4760,3624,3165,4611,3129,4774,6109,3207,2886,2451,2155,3718,3711
2021-11-02T03:25,26168,16816,27408,33936,34872,28328,21560,17424,36360,22176,31184,19856,27072,25672,25352,32736,36144,29704,30520,25016,33200,32872,46808,50624,31640,21224,23024,30080,26808,25408
2021-11-02T03:30,3098,2618,2644,4542,4665,3024,2178,2119,3449,2839,3327,3318,4589,2826,4105,4748,5110,4127,4717,3825,3864,5429,3931,5185,3741,2207,1996,1599,3932,4404
2021-11-02T03:35,34260,25700,34800,59790,50380,31120,22290,0,26610,29990,31540,47890,40050,28160,30930,32610,58310,48050,39050,40640,29910,50680,46010,50260,30070,23890,19610,34830,41410,35100
2021-11-02T03:40,5996,3526,6402,9874,8788,7778,5300,7960,9532,8542,6842,9056,9640,7072,7658,9598,12428,9512,4624,5986,8588,7746,7446,11066,5874,5826,7040,10554,7774,5616
2021-11-02T03:45,30258,19071,33219,40554,35100,32202,18531,34956,27351,37719,49383,28827,31464,30078,28440,37917,41391,35847,28431,33057,27378,33678,44325,60750,41364,26298,15588,19314,23130,33777
2021-11-02T03:50,21230,21160,35190,56900,34500,54050,17910,26230,39600,29590,36590,46970,41110,24640,44880,34940,62310,55710,41040,35710,35690,31170,50440,46530,34420,24220,18510,32200,38750,35040
2021-11-02T03:55,3682,4428,4736,10604,9306,7968,2768,4820,6970,6922,6186,7312,11076,6076,5098,10602,11672,8376,9960,6872,7000,7238,11598,10450,8332,2346,5566,4362,5030,6224
2021-11-02T04:00,25659,30708,22653,52893,39825,34434,22689,27072,36819,26082,46386,36288,38547,19782,31806,35181,35208,35172,31887,36477,32409,39447,44829,53703,30888,22167,24057,24651,15552,17397
2021-11-02T04:05,2282,1735,3694,4308,4390,4476,3045,3373,3312,4286,4105,2793,4101,3431,4508,3746,5170,5649,2690,3796,4371,4179,6230,5127,2610,2274,2207,1944,4646,2706
2021-11-02T04:10,3882,3990,5436,10318,8672,8994,4958,5516,7708,7652,9362,7062,10202,8604,6704,6786,0,9956,6176,7246,7486,8784,8070,10816,7304,5534,4248,6620,6182,9688
2021-11-02T04:15,7080,5982,8037,16173,12180,8322,5451,11148,10092,9279,11883,7800,14313,7884,7671,15624,10890,11340,10536,5175,9981,15273,14772,18675,11937,6345,6060,9429,11955,8760
2021-11-02T04:20,27760,24870,31490,53730,42170,48960,19080,35690,26110,24650,52210,55540,34310,32340,23520,47660,54450,49980,33070,39590,45750,43150,55860,73730,33950,19760,27800,34790,33670,32120
2021-11-02T04:25,24460,23110,24000,51530,33180,45040,21130,22270,31430,40750,39030,36850,50510,33930,37580,38340,63630,47420,35510,28390,30320,47790,38050,53060,35470,38590,21240,23620,29480,47440
2021-11-02T04:30,19449,24840,28170,39546,39798,50130,25146,19377,34839,28782,19458,38619,31410,37296,34947,39024,43668,36900,39447,37062,28566,37440,38268,53928,29943,23040,18621,19305,34389,40122
2021-11-02T04:35,8967,6378,10509,18270,14943,13200,4692,8856,11019,9024,14598,14685,11511,6516,9615,6162,18765,17910,7140,0,11637,11502,17487,15123,12429,9411,7434,8718,11742,11610
2021-11-02T04:40,6180,4034,5036,10992,8418,7396,5042,4930,8518,6224,8860,8306,7690,8112,7996,6272,8916,8320,8456,6356,6256,9890,9814,9978,7970,5576,4912,5374,6704,6500
2021-11-02T04:45,5385,4755,8802,13161,10413,9945,8259,9603,9309,8544,13164,10449,12153,8292,7854,15612,18903,13665,12726,7980,12285,13830,15573,16326,7788,5016,5970,7254,9891,7173
2021-11-02T04:50,13144,12896,19416,44104,33344,27232,18872,25936,35408,21224,27904,38520,22864,25304,21280,35760,50176,35568,24064,26304,34960,36160,45680,44800,27304,16232,11000,29128,18336,31336
2021-11-02T04:55,21141,16605,37008,36909,23310,26721,25245,23850,38016,24831,49311,34308,39393,16623,32688,45630,49302,29844,42192,31635,21303,40734,42444,50256,29988,31266,20034,30753,28827,39069
2021-11-02T05:00,7826,12558,23737,41314,29078,29666,20468,17570,41706,18970,27146,29225,37303,25116,26922,33236,27741,31066,21749,25018,20846,28777,38801,0,20328,18956,17360,20055,24045,22596
2021-11-02T05:05,12453,19054,34335,43141,18431,27006,15414,23975,33362,20531,35301,29764,26978,24780,16191,26005,43064,29120,30968,19243,17367,27979,38822,39018,31822,17444,19677,20104,20888,21532
2021-11-02T05:10,5338,5260,5348,8130,11396,7068,5240,5128,8984,7264,8062,6958,10378,6442,6318,9350,7252,12102,6866,9200,5554,11280,10952,7446,6902,6026,4616,5462,7636,10494
2021-11-02T05:15,2316,1855,3353,4717,5118,3191,2548,3100,3791,3842,4665,3917,4590,2836,3132,4261,6980,4782,2651,3639,4608,4906,4405,4508,3839,2799,2693,3170,3935,4710
2021-11-02T05:20,24240,39500,19170,49540,37830,44240,0,37920,46040,39460,51050,42590,62840,35410,43700,54250,49400,35350,28550,35900,26790,41570,33400,50610,35430,23440,29720,27160,45300,27280
2021-11-02T05:25,3956,3990,5530,11488,10230,6266,4688,5084,0,5388,11214,6208,11828,6892,4036,9906,12342,9034,7772,8108,3496,10168,9060,12810,10524,5638,2696,5730,6488,6396
2021-11-02T05:30,1785,1729,3637,5556,4623,3192,2498,2974,3485,3086,4432,2769,5400,3913,3078,4179,6919,3529,4261,3559,2651,4429,4016,4548,3234,3031,2500,2688,4598,3324
2021-11-02T05:35,21900,19360,21410,68800,42320,39160,19990,31380,32940,33730,46620,45700,46330,40010,32950,52600,57250,43960,41800,30090,32960,42190,55090,43820,49370,36370,21330,38400,36320,30410
2021-11-02T05:40,11340,9942,21768,32382,17568,17058,18492,17082,24066,12996,27942,23784,29874,9768,20556,29406,22476,21948,24198,31314,21834,26808,34872,35442,18846,24846,17058,14490,20100,25386
2021-11-02T05:45,9981,30528,36666,56583,23571,40248,16416,37899,36558,24102,31977,31410,36531,18036,32580,56997,52641,40590,31644,35433,35073,47475,54657,43029,38421,26874,19008,21267,38619,35244
2021-11-02T05:50,12352,9100,13288,20072,16716,17636,9148,12180,14648,10280,22756,16684,18840,15048,11640,20440,19804,17400,16188,15088,16964,15084,19408,21944,11852,10072,6768,8692,12448,11572
2021-11-02T05:55,16936,18368,21104,47192,46944,26448,18648,26712,26632,31400,39128,28832,45360,22904,27456,38104,44576,36992,26736,32336,25224,29760,28224,38928,21120,18112,21072,18440,26888,0
2021-11-02T06:00,17752,18991,18144,34601,23597,34475,18242,17710,23065,21819,30478,26082,39291,17395,15582,22323,44975,27636,20433,37107,20370,31143,36141,32774,20097,21091,17801,27258,21623,30674
2021-11-02T06:05,6058,1938,5588,9370,6798,9662,5532,3378,7018,7476,10460,8858,9216,5466,7056,7804,12302,8400,7478,8806,2396,8712,7888,9238,7388,3902,3730,7838,8398,5682
2021-11-02T06:10,11065,9705,13855,32935,21865,15705,8625,9050,19240,13645,25795,16140,21080,16350,20260,21250,20880,19180,16450,16995,16970,25170,19195,22150,23955,15330,15940,12455,12695,13985
2021-11-02T06:15,4076,6196,6912,9940,8360,7192,6220,6528,6612,6214,9008,7664,7550,7072,8456,9280,12132,6374,8076,7908,4728,10880,10436,12660,8102,5616,3902,8276,6490,5082
2021-11-02T06:20,26200,27040,35640,61470,35900,47280,15940,32880,40140,28860,28450,35510,34880,31340,49050,52920,58210,40990,27110,31000,41970,46040,47360,41380,34410,22050,14620,19990,51510,38540
2021-11-02T06:25,1708,1979,2948,3348,4229,2957,2471,2638,2903,2270,4001,6494,4208,3342,4666,4826,5096,4241,2940,3668,4233,3724,5083,5297,3072,3266,2684,2881,3818,3406
2021-11-02T06:30,28809,18828,29286,53613,41859,35865,28836,27549,32670,29682,46035,33165,41688,25245,40779,40005,50391,43839,32454,35253,18486,40626,33732,48888,29196,23796,19908,38610,34983,28251
2021-11-02T06:35,25362,29709,35325,32571,32832,35883,20997,25992,40887,21132,53595,22815,28368,26361,30564,52875,53856,42372,36144,32589,31950,35487,38808,49464,39618,33390,15147,36081,39231,39168
2021-11-02T06:40,20545,20300,19194,39935,21462,35371,18550,14315,20244,21483,35511,31402,35616,31500,21126,24304,30569,27748,25599,16268,25207,18501,21721,47250,22876,17311,9359,18396,25599,33110
2021-11-02T06:45,22392,15040,35200,48264,43016,40472,21576,25864,18464,26760,40992,27696,34896,27920,24272,25760,34216,28496,31376,36264,26616,42640,38992,49688,26360,25584,11016,18904,26416,21600
2021-11-02T06:50,9042,4833,11778,18399,15507,11625,6513,6081,13374,10407,14217,10653,14292,8343,12795,13593,15180,18387,9771,10992,7632,11862,14934,15189,11139,7593,6468,9579,0,11706
2021-11-02T06:55,20922,14718,13974,48612,20610,29106,14232,20862,24936,19140,18204,18240,27174,20472,19548,26952,30156,32232,29970,18456,24576,26820,25290,30576,14304,12210,9552,20856,23514,24498
2021-11-02T07:00,4774,6370,7096,0,8408,8520,4738,8596,7626,3964,8564,10810,8294,6658,7166,6992,9682,9224,6114,10694,6916,10210,9326,8574,4166,5230,3916,6814,8242,6466
2021-11-02T07:05,2854,3868,4730,10808,7122,7450,3860,5130,7016,6476,5604,5940,9814,7254,4778,8196,11376,7918,6030,4978,9988,0,8714,9202,8374,3252,3304,5828,7434,8252
2021-11-02T07:10,3108,2387,3628,6285,5467,4193,2379,2491,3827,2324,5223,4251,4370,4058,2237,4449,5950,5884,3778,2983,3283,5144,6965,4132,3003,2582,695,3072,1658,3644
2021-11-02T07:15,25590,29340,27610,59320,46420,35890,20300,35910,46490,27790,38340,40640,41930,33360,37720,42590,50890,36160,33900,41020,30980,36480,52410,45310,31570,27290,17710,41330,41480,32270
2021-11-02T07:20,11788,11804,12800,17660,16992,16196,11068,12604,18036,11628,17196,19492,17152,15456,12064,19044,20200,15308,13244,14740,12460,16772,18508,18784,10180,16152,11052,9560,13444,14024
2021-11-02T07:25,24990,25200,23220,55660,0,0,27730,32230,30080,31530,53760,37960,51300,21810,25470,40110,54280,41270,35910,31640,39180,32440,34980,48290,33860,32960,23010,34140,22870,38870
2021-11-02T07:30,15610,15440,19590,45600,40950,57170,27480,26300,52110,43730,46940,33470,44970,34870,22800,44050,38440,44580,41400,23420,24680,49730,43500,64240,35830,37800,26160,21570,22540,39540
2021-11-02T07:35,17865,24003,29439,46278,35829,36477,18117,30798,30735,37917,41850,37044,45549,22788,29592,38484,59868,36342,48798,39636,35451,37287,47952,46422,28017,26064,19836,33570,46566,37971
2021-11-02T07:40,2065,2912,3408,4787,3766,3383,2087,3225,2952,3797,4694,3673,5300,4015,1918,4083,5559,4579,2671,3904,2158,3159,5195,4382,3747,3487,2757,2594,3393,2800
2021-11-02T07:45,14124,7560,16164,27780,23526,26040,15018,9612,30390,12222,29250,21396,28644,13524,14400,27660,28164,31458,30246,20748,21942,27852,28272,22866,19242,21288,10596,20112,29550,22500
