mtime,AO,BQ,BU,C,CR,DO,DU,HW,IL,LP,LQ,NR,QS,SZ,WX
2021-11-01T16:15,8495649,8902159,8231470,8741801,8063235,9202392,9245143,9533334,9655214,8759593,7564308,7971580,7886266,10909959,8612063
2021-11-01T16:20,9059231,10246090,8078186,9009044,7110603,8783217,9286766,7967653,9116867,7613248,8828897,6067926,5570360,9262649,8349516
2021-11-01T16:25,9281251,10226411,7888944,9450644,7684167,7667365,8305292,9539261,6197271,9375889,6820242,8321994,8150113,7916635,7306691
2021-11-01T16:30,7800151,8202593,6605082,9607199,7746781,8425753,9202192,9324472,6669806,7010386,7306694,9773161,8107274,10172337,6043688
2021-11-01T16:35,8353433,7311938,6233103,8386528,7412771,8504261,7214650,8897433,9109882,7805766,7506452,6163951,10052101,8710971,8994981
2021-11-01T16:40,7219642,8534082,10098699,8353577,7605945,7401963,7146101,7091860,8821561,8819114,8123629,8600839,8518006,8918009,7833759
2021-11-01T16:45,9034633,9219154,7406520,7698075,9203460,7467140,8157794,9129921,9523237,8512451,5489377,8883143,10596069,7000100,8252590
2021-11-01T16:50,9790209,10581145,7341868,7157353,9235356,6857210,9238231,8349298,7676311,7769284,7035422,8901844,9182699,6820086,6921036
2021-11-01T16:55,9427765,7270242,11188637,8863584,5578159,7570934,9325125,10397480,10190496,8801946,6414147,7560890,7559218,8111231,6143036
2021-11-01T17:00,8468859,10268982,9048589,8744815,7378512,6754191,9639271,8128323,7091314,8772820,8039677,6904581,8917834,7023459,8016814
2021-11-01T17:05,7914700,9014553,7910784,9786087,8205454,7789646,9263795,8453098,7730881,8888835,7411029,9551669,9997339,8244554,8662339
2021-11-01T17:10,6604114,8947124,7191089,8476281,7764882,8899979,8379165,6732963,11050009,6672452,8880229,8742029,7346212,7976068,8264619
2021-11-01T17:15,7338812,8985951,8692732,9256249,9447464,7666486,9156396,8906895,10751330,8064441,8814272,7156719,7578101,7167512,7681093
2021-11-01T17:20,7896146,9316040,9191875,8551010,8097622,7796909,8974306,7418179,8279188,6602376,8164620,8976764,9556639,7890875,7937997
2021-11-01T17:25,7174261,7886057,7915236,8975622,9422726,8685653,7207745,6696884,8797614,6980473,8604137,8560771,7940521,9071471,8624035
2021-11-01T17:30,8322847,7729113,7545961,8476947,8666926,8955147,8318070,10022098,6796141,7042149,9999957,7811198,8170251,8991827,9643753
2021-11-01T17:35,8929427,7012959,6535747,7175513,5040044,8035489,7611301,8233642,10072641,7538558,8038480,9664252,7643390,8149763,7872314
2021-11-01T17:40,11159734,8453946,8875903,8731881,8510865,7474003,7232546,8368756,6416988,8291387,7678430,5501579,9620607,8904412,8329017
2021-11-01T17:45,8867903,8033287,6719086,8828197,10459920,7233627,8558095,7440265,9089371,8700789,8243488,7485866,7312946,8338694,8555571
2021-11-01T17:50,8049898,8971803,6273701,6946675,8188070,8698117,8992489,10599684,8267086,8899184,8049317,7129217,7596847,9692425,6740027
2021-11-01T17:55,6321746,6057147,7653408,6609154,8162683,7039927,7280156,7881774,8389960,7970487,7228632,5832988,8007325,9162264,7758756
2021-11-01T18:00,8082668,9421788,7476621,9131017,9201382,8993888,9146909,9527750,5279163,8588766,9748072,6919999,5966560,8452729,6836327
2021-11-01T18:05,7704889,6830666,8719894,8461025,8163428,8278528,7987039,7538759,7768628,8545655,9128500,7264109,9676833,7191452,5882328
2021-11-01T18:10,7726567,8862023,8077096,8091225,8042040,10298285,9239615,7204796,8651864,8361951,9821841,9212565,7780343,8015159,8073883
2021-11-01T18:15,9926290,7881884,9785582,9844146,6487803,8027486,6945979,9060065,7819849,8844872,7846708,7277777,8111237,7824533,8509498
2021-11-01T18:20,6956173,9523573,7361143,8397726,5814545,6607810,7028879,7937144,8470776,7957842,8543514,8037559,8113785,9377244,8070216
2021-11-01T18:25,7122105,8722907,8195978,8579356,10277709,7473948,8701085,5769480,7258594,9600487,7897754,7666792,8898038,8020499,7887384
2021-11-01T18:30,8715455,8652928,7510299,6418446,7282541,9408991,6820279,7354549,8821517,7900432,7584988,8684365,7705102,8776919,9288974
2021-11-01T18:35,7352324,8982583,7952441,9772115,9703294,8807357,9624712,8418186,8452668,8049802,7175451,9717906,8186912,9866776,8414332
2021-11-01T18:40,9336238,7695796,9292675,9843643,7199549,9990121,9142019,7512964,6320364,7166829,10232773,9065356,8295777,7736792,8051944
2021-11-01T18:45,9653106,6376028,9305613,8961535,6957257,8683077,8829580,8081363,10167665,8941801,9780850,6705117,8333327,7516594,8438174
2021-11-01T18:50,8211802,6788721,8651782,6212658,7635236,7598319,9715337,7619055,7660245,6858100,9652363,7733083,9616124,9390169,9246113
2021-11-01T18:55,8960649,8703822,8117664,8820646,9758245,10718298,8916220,6757193,7659763,6149522,7208920,8175903,10069855,7608994,8871643
2021-11-01T19:00,6672009,8242781,8607778,8797786,6915235,8473550,8498493,6036758,8896878,6459581,9143146,7464737,9516777,7415187,9201390
2021-11-01T19:05,7261958,6212358,8546146,7108211,8123237,8405551,7863691,9778865,9118482,7300667,6636252,8087240,7242479,8652006,9707228
2021-11-01T19:10,7256219,8010817,7205544,7981777,8162144,8229611,9182675,10306405,6872733,9706095,8229365,8079581,6862104,8353859,6840421
2021-11-01T19:15,8296634,8224407,7883394,9902207,8546387,9576542,9502985,9351761,9443705,10039084,8410327,9406166,7261839,10494709,6036142
2021-11-01T19:20,8592169,10256544,9642294,7642872,8317634,7078862,9973634,8810548,9102167,8030513,7093055,10179141,8275923,7145413,8983472
2021-11-01T19:25,10876646,8809975,9497287,7782190,8109722,8935117,6741036,8929986,8709515,8759493,9351740,7724963,6793246,9206729,6209645
2021-11-01T19:30,7778739,7693905,7181044,6092264,8751762,6762315,6916021,7653631,8045623,7811444,7567318,7722229,7859651,7003634,7433003
2021-11-01T19:35,8296608,8487764,8283134,8660848,9753339,7496496,7196431,11699011,8708401,8764835,8729364,7829509,11131686,9520383,7930205
2021-11-01T19:40,7906706,9673314,8675618,8896606,8181026,7620046,7147192,9555533,9030346,8863137,6973952,9178459,7549399,9028145,7850076
2021-11-01T19:45,6450168,7179134,7130073,8994631,8488782,8727867,8912688,9235896,6432751,7488890,6655250,6540263,7208146,8319057,9438389
2021-11-01T19:50,8213717,7722244,7433590,6837157,6649288,7733616,8358237,9044138,8128565,7089867,8487801,7982842,7987034,7035718,7343644
2021-11-01T19:55,6819677,7244899,9837299,7834595,8449264,7568075,7991478,7695108,5940528,7019523,7593771,9801185,9745597,6772593,9594737
2021-11-01T20:00,7997563,7370999,9371063,10348279,7982699,7718548,10068774,8139883,7435049,6444645,8920050,6882530,8130930,7948083,5745028
2021-11-01T20:05,8568611,8018793,8754683,6277079,9555122,7756917,7944966,9020416,9263369,7975118,8925188,7953489,6988723,10111071,6955724
2021-11-01T20:10,5937366,10229184,6060482,8309585,7826923,8367586,10122553,6817774,8788673,9329877,8890203,8286949,7337401,9191729,7996804
2021-11-01T20:15,7495360,6925160,8559521,8101194,7152068,7119468,8799321,8381964,9873082,8094404,7268384,8003036,6755995,9658390,5452135
2021-11-01T20:20,7869154,7266976,7603000,9830043,5896692,10208332,8188712,8687229,6884453,8631209,7186420,8813562,7402533,8790863,8980888
2021-11-01T20:25,9275610,8425682,6218312,7425693,7672395,8259525,8159164,7452860,8032426,6487777,9347819,9249425,7752185,6392451,9042049
2021-11-01T20:30,9586040,8960508,6969355,7411385,10338739,6361482,8249724,9757102,9808113,8260300,5798900,8621796,9037646,7657419,7554694
2021-11-01T20:35,10398707,8950697,6748987,8990800,7786142,8020873,8778644,8516389,9472119,8790752,6467726,7705550,7877311,8896746,7984326
2021-11-01T20:40,7429210,5760213,6744286,9292056,10067346,6956143,7875835,8498596,6580706,10170754,9260531,8830313,7743315,9437295,7129085
2021-11-01T20:45,6790402,7257241,7777459,7547382,9346981,8014964,6495386,9251924,8004394,8448894,6701824,8789204,7876366,8314104,6820608
2021-11-01T20:50,8259638,5705468,5856604,9261039,8697310,8868156,7256341,7659505,9911580,9854246,7273832,7887178,9327622,8039516,9901083
2021-11-01T20:55,6785808,8570559,9737059,8465496,7336613,7216944,8203806,7388092,10830917,9152538,7000146,8671280,6739270,7896170,7720622
2021-11-01T21:00,8295510,8752240,7158921,8414545,9142033,7943270,8495859,6411608,7163392,6406280,8538788,7537423,8558729,7378257,7262815
2021-11-01T21:05,9727160,7054715,9177101,9538995,7959465,9041014,10874630,9374412,7683857,8574059,7240664,9053248,6964504,9397201,8640800
2021-11-01T21:10,7618754,7689109,8364028,8527296,6754300,9365919,8677742,8231728,8094264,5841738,8497262,8643080,7132969,9252731,8407957
2021-11-01T21:15,9717352,8041965,8134491,9013692,8128869,9394402,6636478,7222473,7786367,8761095,7940896,8656815,8621777,8936109,7558911
2021-11-01T21:20,8371858,8198185,7666565,7023982,8629412,8061855,7378046,8373521,7466597,8271341,7830384,7558862,8357564,8692465,8630382
2021-11-01T21:25,7627666,7457314,12228814,7527359,8011291,6796162,7494266,8332257,9282560,8534228,9101362,7732853,8885244,10415171,8096909
2021-11-01T21:30,8070022,8598556,7853660,8054336,6682260,8385583,7754734,7331497,8917690,8117607,7763858,7807831,8729279,9554335,8761975
2021-11-01T21:35,10158790,8028868,8333792,8907666,7944186,8780683,8479961,10193811,9042679,9373104,9516678,7279841,8207451,9605220,9831224
2021-11-01T21:40,8865744,8915690,7400930,7197345,5529534,6196523,9128997,8304532,10736778,9053456,10286210,8785024,7852152,7798179,7798607
2021-11-01T21:45,9073549,7788652,7298681,7524254,9567597,8199519,7115687,8663709,7446961,9523936,8970750,7903102,8706546,8304849,8887735
2021-11-01T21:50,8317467,8336392,6381516,7361258,9110824,9174645,9331825,7590588,7485416,7691066,7545013,7967803,8245153,8585482,8074879
2021-11-01T21:55,6856325,7781700,7885294,8392953,8673753,7328592,8501347,8455589,8793951,10016802,8524616,9277623,9675218,7883938,9719509
2021-11-01T22:00,7528636,6587991,9714379,7755396,7343514,8529013,8361752,8432485,9765765,9875795,10352869,5285554,8677077,7769379,8398914
2021-11-01T22:05,7530199,9183016,6530148,8982953,9525766,8692307,7642694,8679997,7594145,6977276,9441003,8663757,7875795,8147471,8348752
2021-11-01T22:10,7936740,6192438,9331822,6059677,8633105,10046427,8721048,7692079,7919051,8158455,6025908,9006966,7776916,9562522,7767818
2021-11-01T22:15,8667438,8081656,9250148,7817468,8327544,7439974,9322416,8964853,7424606,6041629,7234324,8757671,6578302,9250473,7801407
2021-11-01T22:20,7936495,6222740,7373158,9606259,8946306,7528141,6667485,6040244,7674136,6456642,7719367,8276962,7925225,6351417,7732259
2021-11-01T22:25,8005824,8287914,7213176,7319994,7441189,6579082,7639840,7552410,8591022,10207723,7973254,9329192,8892870,6385433,8847701
2021-11-01T22:30,8112499,6344096,7230759,7105181,8916440,7800079,7757944,7684435,9801571,9125023,6991297,8566995,7521010,7478355,9019552
2021-11-01T22:35,7279097,6353966,7662277,7704749,8080481,7163174,8337569,7237354,7851766,7982239,7095509,8666323,8126803,7960701,8924383
2021-11-01T22:40,8679180,6789786,9516523,7503324,7090580,8360744,8786151,8206193,7560760,8598087,9103808,8208324,7856590,6291682,7805709
2021-11-01T22:45,8935063,9469452,8513552,8613307,9196233,7947576,8362648,6914713,6883402,6859047,8070236,7577483,7442155,8219626,7897089
2021-11-01T22:50,7562141,7224183,8314941,7365520,7271206,8674121,7493292,9602641,9082995,8372685,7793281,9007566,8204841,8809062,8645808
2021-11-01T22:55,8742532,8166621,7578256,8479579,6680920,8743740,6735320,8516181,7773368,7971596,7276070,8780817,8369735,9051094,6308326
2021-11-01T23:00,8293088,7529989,7700410,7908894,9610781,8821228,8063950,9855456,8995196,10606666,8094338,8267878,6363375,7330979,8972678
2021-11-01T23:05,8119818,9879536,5776495,10634020,9508115,7739604,8852767,6402947,8102025,10700404,5388404,9453458,8662597,7443420,7487319
2021-11-01T23:10,8744473,7846381,8023594,9572061,8335491,8220493,8818412,8318648,8425474,9249559,9226233,6896281,7354868,9789096,9813438
2021-11-01T23:15,8733078,7483401,6465713,6164061,9234789,9258332,7639933,8554661,7588876,8210027,8409439,7093040,7962611,7496680,9033062
2021-11-01T23:20,6604787,9529237,5641012,7776708,8983426,8291608,8551472,6796578,7665600,7781525,7688249,7368096,6455481,7792230,9449809
2021-11-01T23:25,10079256,8152455,7026874,8414784,9976367,9021280,8293904,8497275,9569494,9148161,6448856,8214832,9351933,8519932,6318936
2021-11-01T23:30,8346732,7359562,8309553,8535763,7192711,6145746,8829344,8324537,6556926,7330166,9159317,8935366,9887333,7678548,8773705
2021-11-01T23:35,8543108,7019442,9456374,7773197,7873825,8317111,8036294,9937159,8352408,6410178,7724812,8337529,8052824,9060828,8816458
2021-11-01T23:40,8340733,8960029,8500095,6480625,9065142,9098765,8640968,8525629,7158069,7820370,8439351,8049838,11438388,8284515,9355557
2021-11-01T23:45,6272525,8524499,6739341,9741886,8907761,7825503,9255241,7006325,8224694,7365645,12047462,7000183,8394373,9826966,8035194
2021-11-01T23:50,8970693,7270464,7383572,8838137,7684584,8918895,8357963,9939197,8263270,8883206,8032078,8931303,7925140,9578540,7931350
2021-11-01T23:55,8374372,8632530,8083249,7104265,9563270,7536017,6392153,10327479,9831926,8020834,8759336,11361508,8950531,8311478,8887989
2021-11-02T00:00,7756212,7961039,10917324,7642713,8180620,10406133,7073754,6512163,7871275,9203198,8124380,10336624,10063643,8088652,6999515
2021-11-02T00:05,8420029,9707986,10548184,6830594,7208172,8236982,9282978,6605673,8143256,8076592,7883483,6940098,9064127,8627130,8405967
2021-11-02T00:10,7988868,8820220,9092796,8915761,8091879,6520202,9552697,6732195,9686922,9063228,7224663,8818967,7614041,5981087,8150076
2021-11-02T00:15,8196893,9838978,7285964,6987084,9074177,8217250,7988899,9740966,6741944,8282360,4211676,9024520,6959366,9320014,7527970
2021-11-02T00:20,7733159,9862426,6848974,8741315,8175817,7234997,8526032,8855053,8632155,7582487,7248777,10446625,7587160,8557709,7194391
2021-11-02T00:25,8381733,8033330,8954060,6984755,8740201,7993817,7986734,11278996,9947511,10524691,7820963,6700383,8541827,7581754,7223450
2021-11-02T00:30,8620095,7396730,7329664,10967466,8075279,10377523,9402850,6638915,6010787,8729001,7766245,9472643,6897619,6832166,9035432
2021-11-02T00:35,7322481,7304733,10435998,7592243,7051017,6985295,7812985,9883625,9015976,7353827,8551248,11529368,10688289,8997589,8996360
2021-11-02T00:40,11117024,8445788,6308056,9304821,6809578,6085247,8898610,7759462,5065725,10382673,6779456,9449019,9503497,6556459,8468015
2021-11-02T00:45,7540391,7165496,8193166,8821023,9035489,8607478,8922319,7611350,7430539,7378869,9017853,7492816,6853879,10402112,8795479
2021-11-02T00:50,8840720,9096296,9448558,7559814,6663802,6675592,6183361,7923505,8322638,7971059,8820743,8171843,8717415,5605245,6492827
2021-11-02T00:55,8603196,7879389,7317929,7143031,9571931,7458374,9194357,9275345,7620794,7806306,7889741,7923109,6259265,8481565,6893243
2021-11-02T01:00,8820014,7187327,6935747,8586569,9645251,8019985,8825830,8405210,7336431,6517387,9736816,7685715,6225749,9314244,8511983
2021-11-02T01:05,6659050,10284049,9413476,7880638,8792842,8157542,9583754,7822860,7426711,9463857,7594186,5979579,7134756,6777950,7966717
2021-11-02T01:10,8229507,7551770,9482867,8529488,7528462,8679487,7759951,7481569,8635710,7949191,8461203,7384491,9493824,7970569,7291007
2021-11-02T01:15,6868548,8709594,9160772,5785990,9071346,10147999,7426232,7357168,8573587,9682696,8444097,8078338,8758460,8960577,8703292
2021-11-02T01:20,8705244,8624520,7085227,9158903,8015646,8282692,8785530,6760626,7799975,8855318,9164132,7063249,8141551,6699778,8040403
2021-11-02T01:25,8765005,7470772,7329461,8424128,7132842,9166898,7855990,8826203,7774932,8772729,6449092,8861056,8702305,7677487,9631065
2021-11-02T01:30,9714366,7089589,7301407,10006760,8921708,6716981,7025840,7011383,8108288,7866465,8134991,7671382,7659469,7946968,9452196
2021-11-02T01:35,8967928,6691853,6763750,6341304,8441805,8317174,9243982,7736688,8016946,9830250,8591572,8346434,8309845,6764860,8071685
2021-11-02T01:40,8036831,7715421,7784028,7953086,7876127,7496312,9163470,9194059,7067198,7858974,9497234,7878650,7135434,5667928,8032572
2021-11-02T01:45,7934689,7630986,6845961,9223004,9974062,9045169,10026671,8682124,9127280,9590405,10657890,8290112,9528574,7017269,7150838
2021-11-02T01:50,8164817,9751087,7154595,8448164,7641671,9222370,8288851,6682018,8981644,8333719,8226787,9652143,9984232,7843535,8654238
2021-11-02T01:55,7445794,8927168,7620019,7018635,7683359,9686485,7967630,7114455,6632159,8501852,9323968,8904759,7960472,7920534,7981066
2021-11-02T02:00,5827052,7598969,7707730,9384070,8187605,9853939,8364416,8695317,7971999,6930532,6448930,8318473,8484551,12162155,9563463
2021-11-02T02:05,9410332,7449543,10904550,8339581,7694694,8276544,8791139,8504702,6445163,6792698,8750086,10338052,9072848,10277402,7980330
2021-11-02T02:10,7789332,8653554,8463737,8907623,10454754,7537687,8113520,8414130,9467780,8184991,9371460,7475432,6817517,9216111,7811853
2021-11-02T02:15,6445037,8948060,8318358,7192503,6929982,8196675,8875150,9143800,9974662,8232249,8543774,6223892,8808256,8510833,8837930
2021-11-02T02:20,8832523,7649872,8089826,10020858,6773892,8947334,9075011,8483676,5845057,7744316,8678769,8029847,8864095,10148529,9067020
2021-11-02T02:25,9078816,7059021,7669555,7173444,9080614,7422253,7300048,9062406,7311744,10159747,7617122,7762502,8801050,7859970,9845357
2021-11-02T02:30,8571697,7552248,11483224,9641322,8976738,8428761,8743750,7841309,8737611,9158012,9572420,6961574,10314599,7359117,7497431
2021-11-02T02:35,7637414,7429727,8643531,7803847,6646111,7988420,9379371,7521454,8817679,7985729,7936421,7705043,9793443,9665929,9418218
2021-11-02T02:40,7634719,7994210,7842097,9271060,7164249,8359858,8032415,8531452,11990677,7009761,7864522,8371753,9096281,9305214,8351709
2021-11-02T02:45,7485491,7784404,6667973,9073959,10223291,8869893,5837699,9563742,7181697,6568415,9712332,8500115,7675898,8816950,6547778
2021-11-02T02:50,7120557,10013455,8757765,9151064,9172339,9022909,9722816,8982408,8848077,9821076,8189699,7307045,7513841,8499082,9012143
2021-11-02T02:55,8743366,8368718,7302249,8960228,8352756,8425391,6787951,7914970,10931774,6645303,9625211,8466259,8941050,7876354,8249800
2021-11-02T03:00,6381762,8322341,8660213,7496879,8813978,7895994,10010474,7417389,9169186,7841266,7448812,9301661,8382928,7430888,7796944
2021-11-02T03:05,6883784,7283056,7448943,6828872,7591788,7223600,8894053,9864650,7963795,7270279,8499107,8149295,9367615,8428112,8297642
2021-11-02T03:10,8888900,7730089,8676189,9210426,8372459,7916103,5593884,9601543,8468921,7145036,7630737,7837218,10390839,7816353,8926335
2021-11-02T03:15,7588559,9034043,9027053,7590348,11134551,7717533,8856111,7486081,8215598,8030936,8936097,8431663,8344714,8733505,9280162
2021-11-02T03:20,8808338,8084038,8774399,9723495,7762776,9371643,10026012,7212261,9823764,6335120,8519757,7271797,7415855,7528415,7261010
2021-11-02T03:25,6956275,7757081,6310592,7258119,7885622,6872416,8273250,8036990,6570102,8453392,7250163,7815749,7454495,9078794,8074860
2021-11-02T03:30,8086848,8178169,9317710,7822198,8033039,7987449,7114203,7761167,9581779,7950843,8148125,9019093,7488056,8977013,7558746
2021-11-02T03:35,10122181,9666314,7993256,9043062,6820814,11367429,8993077,7638838,6196582,6273560,8210133,9113655,6021668,10413052,10273859
2021-11-02T03:40,6881180,7313066,7974082,8402378,8133900,8110952,7048956,10256734,8886068,6794081,9317165,8569205,8022255,7584413,8585569
2021-11-02T03:45,6358324,6178616,7362899,8727465,7732929,7397809,7342508,9027706,8418791,8159906,7989187,8454860,8058322,7537530,6787605
2021-11-02T03:50,7808346,7479820,7385866,9311909,7708857,9216429,9105554,8548572,9124699,6760405,7439744,5925520,7560510,7410994,9227700
2021-11-02T03:55,9121658,9443959,8547083,8966004,8843315,9862076,8532092,7592130,8464195,8686588,5819462,7241567,5624910,7443068,9859903
2021-11-02T04:00,9675106,8257268,7281127,8265060,10034948,8733042,7384682,8935378,7558660,7084461,8149225,7614247,7317630,8024782,8245490
2021-11-02T04:05,7239655,7859280,6968534,9907015,8472465,8084591,8179279,7720478,8937746,8313527,8679992,7913576,7512100,10685467,9309217
2021-11-02T04:10,7885842,10243616,8373786,9906379,7346553,8048778,6871167,8521340,7058839,7713451,8681331,8203528,6688977,6153192,7514482
2021-11-02T04:15,7910938,7686070,9094796,6508647,8888145,8596673,8375391,7106410,8965149,7681835,8954704,7668934,7240615,9351932,7979577
2021-11-02T04:20,7094641,8956589,8153927,8180805,7773656,11155692,9164687,6161616,7234093,8213518,9349226,8439655,9061749,7920314,8278771
2021-11-02T04:25,8196017,9037299,9400321,6288956,7376965,9802877,6826449,8837083,8447684,8206283,7956447,8807666,8663207,8531217,8487484
2021-11-02T04:30,8228409,7768488,8264528,7172169,8804706,8733114,8046227,6983538,9241779,9381658,7548771,6600987,7169603,6460617,7594377
2021-11-02T04:35,7827079,8527796,6884943,8444999,7884650,7686650,8559910,8371239,10190365,9135048,9630972,7310197,7355569,9777089,5888136
2021-11-02T04:40,7761441,8072763,7437748,8472885,10960024,9733675,8331612,8424976,9071099,8038313,7273674,8233980,7222198,9958031,6117669
2021-11-02T04:45,8812622,8529862,11918700,8767819,8247129,8100395,10623575,8133746,7339051,10440742,11296132,8942895,7786060,9692711,8566121
2021-11-02T04:50,9378751,7699372,6982081,7024315,9021582,9860852,7710940,7255088,9216448,7369031,9086142,10668584,9006881,7439791,9990442
2021-11-02T04:55,7316898,9169386,8102397,8634030,7572357,9616692,7419147,7943301,7366871,7790229,7369508,6980814,9066114,7874783,7381826
2021-11-02T05:00,7980533,8303572,7433190,7792313,8739799,8835023,8768014,6933392,8190287,8338153,8221706,6832525,4844178,8477681,8788539
2021-11-02T05:05,8459652,6072214,8742499,10445858,8062288,8779928,10226037,8225977,7459714,9770246,9560171,8184921,7480380,9585782,9522548
2021-11-02T05:10,7605653,6962106,8479421,6538699,8200205,8735055,6465105,9470103,8084443,8386191,7257293,7843880,7933314,9509397,7456722
2021-11-02T05:15,8096838,6862797,8677447,8731772,8876021,8206748,8136835,8302678,8545812,9706378,8753174,6958998,8944673,7844255,10629613
2021-11-02T05:20,7459553,8465279,11142606,8770993,8242018,9080921,7779150,6692209,6934828,8579753,7610114,8872453,10630725,7194836,7764298
2021-11-02T05:25,7305443,8173379,7689312,8674180,9047183,7406202,9074074,6795835,7480572,8370164,6472545,9448382,8227073,7315804,7252517
2021-11-02T05:30,10524292,8392889,6944971,8075710,9976812,7729663,8507879,6977411,9966046,10110241,5830576,7812783,7911796,9461242,7845938
2021-11-02T05:35,6797583,6316416,6672758,7367782,7007308,8371576,9110404,9291575,8100013,7522945,7379494,8744240,8559503,7340755,6861857
2021-11-02T05:40,9107814,8973996,9474625,7323042,8443776,7862272,7947243,8724743,10008382,7472179,7365921,6819962,7645808,9097404,8025192
2021-11-02T05:45,8920582,8957758,8902857,7485999,9614048,7394491,8289344,8041167,7289200,6702559,9019599,6823764,8294420,9588995,6723321
2021-11-02T05:50,9408752,7588178,9525313,6780592,7106273,5878047,7067110,9377972,9736973,8171329,8122818,7571572,5332422,8150418,7517201
2021-11-02T05:55,8434701,8690172,9603071,8203281,8819948,9302082,5878712,6352748,10131120,10334005,7412360,8013406,7223618,8815892,10053920
2021-11-02T06:00,8427123,6771710,8043353,9165151,7275334,9607128,9002098,9833743,6599930,7467402,8322222,8184341,7307742,9450943,7117179
2021-11-02T06:05,7979467,8031680,7404115,8036876,8097556,8283140,9431855,9639636,7017103,7386575,7873223,8872837,6479388,8332086,6091906
2021-11-02T06:10,8675767,6480973,10123344,8437731,8662490,8444896,8758636,8629080,7219339,8598619,7233669,8130439,8002034,7072186,9786180
2021-11-02T06:15,7389502,8079537,8675225,7647743,7388806,7430032,8010653,7235668,8748331,7135053,6833344,8973586,7878635,8069951,7016292
2021-11-02T06:20,8561143,7529895,8347421,8606765,6370377,7611890,7562790,9840331,9216379,7285495,7954734,7222015,7608587,7787028,12833120
2021-11-02T06:25,7742416,8391345,9046482,7980370,8687763,9587391,11125291,8483808,9204389,7152696,6777911,9902739,9209021,6989342,6566106
2021-11-02T06:30,8254978,8462192,7937619,9021566,9255668,9302343,7573941,6864552,9476333,9661363,9057325,7909278,8886683,7126958,9231393
2021-11-02T06:35,8229718,9393140,10897431,7353050,6958566,8273815,9034237,8427703,8212494,9281283,7302049,8688708,8182942,8260214,6812394
2021-11-02T06:40,7662924,7359522,8108765,6786579,7407548,6390907,7719634,8894507,8088895,9904995,7114642,8631059,9004344,9648760,7041750
2021-11-02T06:45,9831688,7410099,7753348,8240322,8667283,7645984,7985992,7653497,7671668,7658538,10272446,7091480,7587876,7235893,7481917
2021-11-02T06:50,7003418,8898459,6696730,6690830,7921572,9952266,6084582,6918831,8058217,7431174,7085406,8929554,9016957,5596544,7215528
2021-11-02T06:55,6905562,6733034,8495255,6631543,6928377,7962780,8889067,8323374,9743160,8466922,7398897,7541669,8449520,8020369,7663952
2021-11-02T07:00,8793474,6332562,8949353,8210645,7628921,9049828,7180651,7905699,7816652,7314799,7802134,7886594,9099863,7175579,8690556
2021-11-02T07:05,9412888,7757802,7173093,11804012,8521037,9181948,9065408,8641167,7884289,7817403,8625394,6546106,7957777,9244426,8528250
2021-11-02T07:10,7263365,8148582,6820757,8450801,6908215,9110356,6084604,8266337,8499320,10837034,7434059,9278328,7412418,9246330,9002128
2021-11-02T07:15,10770815,8535214,7636825,8627010,10351571,8651162,8230179,10191772,9242611,7612744,8000053,8977249,6711349,7416995,10857598
2021-11-02T07:20,9058786,7259129,7537750,9817423,8299753,7750181,7413720,6136424,7541015,6781652,8746388,8301396,7619313,7308021,8201670
2021-11-02T07:25,9268181,9501357,8471707,8815022,7845111,9748440,7232549,5982909,9108300,7880789,9592756,8007119,9561371,10037351,7598883
2021-11-02T07:30,11188665,8739196,6766924,7486119,8219515,7411504,7449154,9112233,7843327,8541976,10560197,9232641,7345846,8363573,7562721
2021-11-02T07:35,6459523,8592956,8803469,7568404,8187451,11872447,10338204,8759614,7987394,5135818,6122553,9272530,6986974,7400267,7011940
2021-11-02T07:40,7781453,8716867,8072436,6624399,9113738,8547455,7534584,7942375,9800907,7446915,7439120,8054251,6057947,9620657,9603976
2021-11-02T07:45,6848836,10007337,9551880,8593878,8108115,10413801,6636239,9350709,8346654,10712513,8311531,6485841,8736972,7255276,7215406
2021-11-02T07:50,7720280,7997626,8235092,9294578,7032750,8694069,7741381,6842732,8457911,7862946,8770693,7720472,9536762,7641751,7992329
2021-11-02T07:55,7156577,4742712,6750830,7660177,9319002,8721577,9436487,8593177,7514281,8892871,9977229,6599433,8784407,6216171,7340865
2021-11-02T08:00,8803938,7953764,7650794,7620787,8405286,6916698,8139447,9071679,7830511,7537117,7461009,7978105,8749614,9980608,7750286
2021-11-02T08:05,6868942,8204111,8760124,7039219,7640471,7574978,7905726,8192294,11397927,9583065,8579326,7081810,7130789,8595336,9892122
2021-11-02T08:10,8039789,9601045,8307879,8388983,8235463,6975413,6890768,8421656,8193471,10268874,8793859,8800150,8439969,8422565,8426114
2021-11-02T08:15,7983524,10036489,8751977,7837414,8972107,6918535,6515240,7321140,8056350,9370680,7333009,7060991,8743741,8397449,9330482
2021-11-02T08:20,7539683,7149666,8391651,10393233,6653204,10640108,7895972,7022224,5917777,6491176,7439482,8089286,6602056,8622482,7110762
2021-11-02T08:25,7436951,8986336,8935184,8728434,8716915,6834700,8192995,8162244,7385864,7261167,8775245,7875130,10231383,7622808,8651830
2021-11-02T08:30,8639180,8508533,7660108,8921564,7742118,6817926,10542146,6818958,5634018,8336843,7555624,7882964,6934921,8461671,8262657
